item_sku,fulfillment_loc,item_class,hstk_std_cost,P_f,sigma_demand_qty,F,H,L_t,sigma_LT,D,avg_margin_loss_intensity,avg_unit_margin_impact,S_score,item_specific_z,safety_stock_qty,Reorder_Point,total_safety_stock_value
SKU-0718,CREP,RRR,3.86,1,0.0,0.001,0.721928092,14,3.5,0.007,-3.31,3.31,0.2438566815,1.96,1,1.104477612,3.86
SKU-0105,HSTK,Service Equipment : PM Equipment : PM Adapters,4.69,1,0.0,0.001,0,7,1.75,0.007,4.29,-4.29,0.1803978194,1.28,1,1.052238806,4.69
SKU-0817,HREP,RRR : RRR Service Part,3.68,1,0.0,0.001,#####,7,1.75,0.007,-14.28,14.28,0.180808002,1.65,1,1.052238806,3.68
SKU-0562,HREP,Service Equipment : MiST Machines,4.49,1,0.0,0.001,#####,7,1.75,0.06,-9.4,9.4,0.1806076325,1.65,1,1.417910448,4.49
SKU-0282,HREP,Diagnostic Tools : Smoke Diagnostics,4.17,1,0.0,0.002,0,7,1.75,0.01492537313,4.2,-4.2,0.1806157989,1.65,1,1.104477612,4.17
SKU-0557,CSTK,RRR,3.66,1,0.0,0.004,0,7,1.75,0.0223880597,4.19,-4.19,0.1808370632,1.65,1,1.156716418,3.66
SKU-0262,HSTK,"Manifolds, Hoses, Accessories : Gauges",4.41,1,0.0,0.001,0,7,1.75,0.075,4.17,-4.17,0.1803928923,1.28,1,1.52238806,4.41
SKU-0262,HREP,"Manifolds, Hoses, Accessories : Gauges",4.15,1,0.0,0.001,0,7,1.75,0.007,4.17,-4.17,0.1803928923,1.28,1,1.052238806,4.15
SKU-0258,HREP,"Manifolds, Hoses, Accessories : Gauges",4.58,1,0.0,0.001,#####,7,1.75,0.007,-1.03,1.03,0.1802639659,1.28,1,1.052238806,4.58
SKU-0258,HSTK,"Manifolds, Hoses, Accessories : Gauges",3.77,1,0.0,0.001,#####,7,1.75,0.007,4.13,-4.13,0.1803912498,1.28,1,1.052238806,3.77
SKU-0258,CSTK,"Manifolds, Hoses, Accessories : Gauges",3.51,1,0.0,0.001,#####,7,1.75,0.007,4.13,-4.13,0.1803912498,1.28,1,1.052238806,3.51
SKU-0259,HSTK,"Manifolds, Hoses, Accessories : Gauges",3.67,1,0.0,0.001,0,7,1.75,0.007,4.13,-4.13,0.1803912499,1.28,1,1.052238806,3.67
SKU-0259,HREP,"Manifolds, Hoses, Accessories : Gauges",3.84,1,0.0,0.001,0,7,1.75,0.007,4.13,-4.13,0.1803912499,1.28,1,1.052238806,3.84
SKU-0615,HSTK,Service Equipment : Airlift,4.27,1,0.0,0.001,0,7,1.75,0.1791044776,4.08,-4.08,0.1803891969,1.28,1,2.253731343,4.27
SKU-0530,HSTK,RRR,0.06,1,13.0128142,0.004,0,7,1.75,0.373,0.06,-0.06,0.2402200577,1.96,68,70.6119403,4.08
SKU-0970,HREP,"Manifolds, Hoses, Accessories : Couplers",3.6,1,0.0,0.001,#####,7,1.75,0.007,-4.98,-4.07,0.1804074682,1.28,1,1.052238806,3.6
SKU-0109,CREP,RM : RM,4.54,1,0.0,0.001,#####,14,3.5,0.007,-10.18,10.18,0.1806396587,1.65,1,1.104477612,4.54
SKU-0283,HSTK,RRR,3.49,1,0.0,0.001,0,7,1.75,0.0223880597,3.96,-3.96,0.1803842698,1.28,1,1.156716418,3.49
SKU-0284,HSTK,RRR,3.79,1,0.0,0.002,0,7,1.75,0.045,3.96,-3.96,0.1806059447,1.65,1,1.313432836,3.79
SKU-0128,HSTK,Service Equipment : PM Equipment : PM Adapters,4.41,1,0.0,0.002,0,7,1.75,0.01492537313,3.96,-3.96,0.1806059447,1.65,1,1.104477612,4.41
SKU-0128,CSTK,Service Equipment : PM Equipment : PM Adapters,4.14,1,0.0,0.004,0,7,1.75,0.0223880597,3.96,-3.96,0.1808276196,1.65,1,1.156716418,4.14
SKU-0579,HSTK,Diagnostic Tools : Combustion Leak Tester,1.25,1,0.5773502692,0.004,0,7,1.75,0.02985074627,1.32,-1.32,0.183361441,1.96,3,3.208955224,3.75
SKU-0605,HREP,Diagnostic Tools : Combustion Leak Tester,1.49,1,0.408,0.009,#####,7,1.75,0.052,-0.004285714,0.004285714,0.1834202303,1.96,3,3.365671642,4.47
SKU-0672,CSTK,Service Equipment : PM Equipment,3.84,1,0.0,0.001,0,7,1.75,0.01492537313,3.84,-3.84,0.1803793427,1.28,1,1.104477612,3.84
SKU-0108,CREP,RM : RM,3.27,1,0.0,0.001,#####,14,3.5,0.007,-10.31,10.31,0.1806449964,1.65,1,1.104477612,3.27
SKU-0553,CREP,Service Equipment : MiST Machines,3.27,1,0.0,0.005,0,14,3.5,0.02985074627,3.84,-3.84,0.1810443673,1.65,1,1.417910448,3.27
SKU-1054,HREP,Service Equipment : Vacuum Pumps,1.42,1,0.408,0.009,#####,7,1.75,0.052,0.6214285714,-0.621428571,0.1834455697,1.96,3,3.365671642,4.26
SKU-0113,CREP,Other,3.49,1,0.0,0.001,#####,14,3.5,0.007,-21.54,21.54,0.1811060927,1.65,1,1.104477612,3.49
SKU-0883,HREP,Diagnostic Tools,4.08,1,0.0,0.001,#####,7,1.75,0.045,-0.32,0.32,0.1802348137,1.28,1,1.313432836,4.08
SKU-0484,HSTK,Service Equipment : Recovery Machines,3.22,1,0.0,0.001,0,7,1.75,0.0223880597,3.73,-3.73,0.1803748262,1.28,1,1.156716418,3.22
SKU-0011,CSTK,Service Equipment : PM Equipment,3.33,1,0.0,0.001,0,7,1.75,0.007,3.72,-3.72,0.1803744156,1.28,1,1.052238806,3.33
SKU-0003,HSTK,Service Equipment : PM Equipment,4.12,1,0.0,0.001,0,7,1.75,0.007,3.72,-3.72,0.1803744156,1.28,1,1.052238806,4.12
SKU-0077,HSTK,Service Equipment : PM Equipment,4.26,1,0.0,0.001,0,7,1.75,0.01492537313,3.71,-3.71,0.180374005,1.28,1,1.104477612,4.26
SKU-0510,HSTK,RRR,3.2,1,0.0,0.001,0,7,1.75,0.007,3.7,-3.7,0.1803735944,1.28,1,1.052238806,3.2
SKU-0511,HSTK,Service Equipment : Recovery Machines,3.33,1,0.0,0.002,0,7,1.75,0.01492537313,3.7,-3.7,0.1805952693,1.65,1,1.104477612,3.33
SKU-0252,HREP,"Manifolds, Hoses, Accessories : Gauges",3.95,1,0.0,0.001,#####,7,1.75,0.01492537313,-10.16,10.16,0.1806388376,1.65,1,1.104477612,3.95
SKU-0251,HREP,"Manifolds, Hoses, Accessories : Gauges",3.73,1,0.0,0.001,#####,7,1.75,0.0223880597,-10.16,10.16,0.1806388376,1.65,1,1.156716418,3.73
SKU-0570,HREP,Diagnostic Tools : Injection/Kits/UV Lights,0.22,1,0.0,0.001,0,7,1.75,6.940298507,0.23,-0.23,0.1802311185,1.28,16,64.58208955,3.52
SKU-0180,HSTK,Service Equipment : Recovery Machines,3.3,1,0.0,0.001,0,7,1.75,0.0223880597,3.63,-3.63,0.1803707202,1.28,1,1.156716418,3.3
SKU-0566,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,4.09,1,0.0,0.001,0,7,1.75,0.007,3.61,-3.61,0.1803698991,1.28,1,1.052238806,4.09
SKU-0709,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",3.2,1,0.0,0.001,#####,7,1.75,0.007,-5.18,5.18,0.1804343621,1.28,1,1.052238806,3.2
SKU-0081,CREP,RM : RM,3.29,1,0.0,0.001,#####,14,3.5,0.007,-2.46,2.46,0.1803226807,1.28,1,1.104477612,3.29
SKU-0319,CSTK,Diagnostic Tools : Combustion Leak Tester,3.32,1,0.0,0.001,#####,7,1.75,0.007,-23.07,23.07,0.1811689135,1.65,1,1.052238806,3.32
SKU-0627,CSTK,Service Equipment : PM Equipment,3.08,1,0.0,0.001,#####,7,1.75,0.007,3.46,-3.46,0.18036374,1.28,1,1.052238806,3.08
SKU-0627,HREP,Service Equipment : PM Equipment,3.5,1,0.0,0.001,#####,7,1.75,0.01492537313,-3.59,3.59,0.1803690777,1.28,1,1.104477612,3.5
SKU-0277,HSTK,Service Equipment : Recovery Machines,3.26,1,0.0,0.001,0,7,1.75,0.007,3.42,-3.42,0.1803620978,1.28,1,1.052238806,3.26
SKU-0277,CSTK,Service Equipment : Recovery Machines,3.53,1,0.0,0.001,0,7,1.75,0.01492537313,3.42,-3.42,0.1803620978,1.28,1,1.104477612,3.53
SKU-0277,CREP,Service Equipment : Recovery Machines,3.28,1,0.0,0.001,0,14,3.5,0.007,3.42,-3.42,0.1803620978,1.28,1,1.104477612,3.28
SKU-0519,HSTK,RRR,3.0,1,0.0,0.001,0,7,1.75,0.045,3.39,-3.39,0.180360866,1.28,1,1.313432836,3.0
SKU-0263,HSTK,Service Equipment : Recovery Machines,3.77,1,0.0,0.001,0,7,1.75,0.007,3.39,-3.39,0.180360866,1.28,1,1.052238806,3.77
SKU-0118,CREP,Other,3.4,1,0.0,0.001,#####,14,3.5,0.007,-6.71,6.71,0.1804971829,1.28,1,1.104477612,3.4
SKU-0111,CREP,RM : RM,3.2,1,0.0,0.001,#####,14,3.5,0.007,-9.3,9.3,0.1806035265,1.65,1,1.104477612,3.2
SKU-0339,HSTK,Service Equipment : Recovery Machines,2.87,1,0.0,0.001,0,7,1.75,0.01492537313,3.36,-3.36,0.1803596342,1.28,1,1.104477612,2.87
SKU-0603,HREP,Service Equipment : Airlift,3.44,1,0.0,0.001,#####,7,1.75,0.007,-3.8,3.8,0.1803777002,1.28,1,1.052238806,3.44
SKU-0034,HSTK,Service Equipment : PM Equipment,3.61,1,0.0,0.001,0,7,1.75,0.01492537313,3.33,-3.33,0.1803584024,1.28,1,1.104477612,3.61
SKU-0034,CSTK,Service Equipment : PM Equipment,3.48,1,0.0,0.001,0,7,1.75,0.01492537313,3.33,-3.33,0.1803584024,1.28,1,1.104477612,3.48
SKU-0116,CREP,Other,3.61,1,0.0,0.001,#####,14,3.5,0.007,-10.44,10.44,0.1806503342,1.65,1,1.104477612,3.61
SKU-0026,HSTK,Service Equipment : PM Equipment,2.96,1,0.0,0.001,0,7,1.75,0.09,3.3,-3.3,0.1803571707,1.28,1,1.626865672,2.96
SKU-0026,CREP,Service Equipment : PM Equipment,3.77,1,0.0,0.001,0,14,3.5,0.01492537313,3.3,-3.3,0.1803571707,1.28,1,1.208955224,3.77
SKU-0163,CREP,Diagnostic Tools : Smoke Diagnostics,3.01,1,0.0,0.002,0,14,3.5,0.01492537313,3.3,-3.3,0.1805788455,1.65,1,1.208955224,3.01
SKU-0117,CREP,Other,2.99,1,0.0,0.001,#####,14,3.5,0.007,-6.88,6.88,0.1805041629,1.65,1,1.104477612,2.99
SKU-0593,HSTK,Service Equipment : Airlift,3.16,1,0.0,0.001,1,7,1.75,0.007,3.15,-3.15,0.268308664,2.33,1,1.052238806,3.16
SKU-0593,HREP,Service Equipment : Airlift,2.68,1,0.0,0.001,1,7,1.75,0.007,-20.11,20.11,0.2690050302,2.33,1,1.052238806,2.68
SKU-0621,CREP,Service Equipment : MiST Machines,3.08,1,0.0,0.001,0,14,3.5,0.007,3.13,-3.13,0.1803501906,1.28,1,1.104477612,3.08
SKU-0592,HREP,Service Equipment : Airlift,2.84,1,0.0,0.001,#####,7,1.75,0.007,-4.68,4.68,0.1804138324,1.28,1,1.052238806,2.84
SKU-0360,HSTK,RRR,1.67,1,0.0,0.001,0,7,1.75,0.447761194,1.55,-1.55,0.1802853168,1.28,2,5.134328358,3.34
SKU-1066,CSTK,Diagnostic Tools : Smoke Diagnostics : Adapters,3.3,1,0.0,0.001,#####,7,1.75,0.007,-24.42,24.42,0.1812243436,1.65,1,1.052238806,3.3
SKU-0341,HSTK,RRR,0.17,1,3.535533906,0.002,0,7,1.75,0.1865671642,0.16,-0.16,0.196630134,1.96,19,20.30597015,3.23
SKU-0580,HREP,RM : RM,2.96,1,0.0,0.001,1,7,1.75,0.01492537313,-2.73,2.73,0.268291419,2.33,1,1.104477612,2.96
SKU-0580,HSTK,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,2.86,1,0.0,0.001,1,7,1.75,0.007,3.03,-3.03,0.2683037368,2.33,1,1.052238806,2.86
SKU-0580,CREP,Diagnostic Tools : Injection/Kits/UV Lights,3.33,1,0.0,0.001,1,14,3.5,0.037,-5.15,5.15,0.2683907826,2.33,1,1.52238806,3.33
SKU-0089,CSTK,Service Equipment : PM Equipment,3.03,1,0.0,0.001,0,7,1.75,0.01492537313,3.02,-3.02,0.1803456741,1.28,1,1.104477612,3.03
SKU-0025,CSTK,Service Equipment : PM Equipment,3.02,1,0.0,0.002,0,7,1.75,0.02985074627,3.02,-3.02,0.1805673489,1.65,1,1.208955224,3.02
SKU-0100,HREP,Other,2.67,1,0.0,0.001,#####,7,1.75,0.007,-8.88,8.88,0.1805862816,1.65,1,1.052238806,2.67
SKU-0110,CREP,RM : RM,2.76,1,0.0,0.001,#####,14,3.5,0.007,-9.66,9.66,0.1806183079,1.65,1,1.104477612,2.76
SKU-0569,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,2.86,1,0.0,0.004,0,7,1.75,0.0223880597,2.98,-2.98,0.1807873814,1.65,1,1.156716418,2.86
SKU-0023,CSTK,Service Equipment : PM Equipment,3.15,1,0.0,0.002,0,7,1.75,0.01492537313,2.97,-2.97,0.180565296,1.65,1,1.104477612,3.15
SKU-0098,HREP,Other,3.28,1,0.0,0.001,#####,7,1.75,0.007,-8.93,8.93,0.1805883346,1.65,1,1.052238806,3.28
SKU-0682,CSTK,Service Equipment : PM Equipment,3.39,1,0.0,0.001,0,7,1.75,0.0223880597,2.95,-2.95,0.1803427999,1.28,1,1.156716418,3.39
SKU-0244,HREP,Instruments : Electronic Leak Detectors,2.89,1,0.0,0.005,0,7,1.75,0.02985074627,2.95,-2.95,0.1810078245,1.65,1,1.208955224,2.89
SKU-0043,CSTK,Service Equipment : PM Equipment,2.87,1,0.0,0.001,0,7,1.75,0.007,2.91,-2.91,0.1803411575,1.28,1,1.052238806,2.87
SKU-0035,CSTK,Service Equipment : PM Equipment,3.14,1,0.0,0.001,0,7,1.75,0.01492537313,2.91,-2.91,0.1803411575,1.28,1,1.104477612,3.14
SKU-0622,HSTK,Other,2.74,1,0.0,0.001,#####,7,1.75,0.007,2.9,-2.9,0.1803407468,1.28,1,1.052238806,2.74
SKU-0146,HSTK,Diagnostic Tools : Smoke Diagnostics,2.92,1,0.0,0.001,0,7,1.75,0.007,2.88,-2.88,0.1803399257,1.28,1,1.052238806,2.92
SKU-0704,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",3.03,1,0.0,0.001,#####,7,1.75,0.007,-3.34,3.34,0.1803588129,1.28,1,1.052238806,3.03
SKU-0973,HREP,Service Equipment : PM Equipment,2.64,1,0.0,0.001,#####,7,1.75,0.007,-1.25,1.25,0.1802729989,1.28,1,1.052238806,2.64
SKU-0126,HSTK,Other,2.68,1,0.0,0.001,0,7,1.75,0.007,2.87,-2.87,0.1803395152,1.28,1,1.052238806,2.68
SKU-0457,CREP,Service Equipment : PM Equipment,2.75,1,0.0,0.001,1.459147913,14,3.5,0.01492537313,-0.47,-0.47,0.3085841977,2.33,1,1.208955224,2.75
SKU-0457,HREP,Service Equipment : Airlift : Airlift Replacement Part,2.94,1,0.0,0.002,1.459147913,7,1.75,0.01492537313,-2.355,2.355,0.3088832695,2.33,1,1.104477612,2.94
SKU-0495,HSTK,RRR,2.64,1,0.0,0.001,0,7,1.75,0.075,2.84,-2.84,0.1803382834,1.28,1,1.52238806,2.64
SKU-0595,CREP,Service Equipment : Airlift,2.59,1,0.0,0.001,1.584962496,14,3.5,0.007,-6.38,6.38,0.3198932,2.33,1,1.104477612,2.59
SKU-0595,HREP,Service Equipment : Airlift : Airlift Service Part,2.54,1,0.0,0.001,1.584962496,7,1.75,0.01492537313,-7.46,7.46,0.3199375579,2.33,1,1.104477612,2.54
SKU-0042,CSTK,Service Equipment : PM Equipment,3.08,1,0.0,0.001,0,7,1.75,0.007,2.82,-2.82,0.1803374622,1.28,1,1.052238806,3.08
SKU-0738,HREP,RRR : RRR Service Part,3.11,1,0.0,0.001,#####,7,1.75,0.007,-1.68,1.68,0.1802906544,1.28,1,1.052238806,3.11
SKU-0598,HSTK,Service Equipment : Airlift,3.13,1,0.0,0.001,0,7,1.75,0.007,2.79,-2.79,0.1803362304,1.28,1,1.052238806,3.13
SKU-0993,HSTK,Tools : Tubing Tools,3.04,1,0.0,0.001,#####,7,1.75,0.02985074627,2.77,-2.77,0.1803354091,1.28,1,1.208955224,3.04
SKU-0993,CREP,Tools : Tubing Tools,2.47,1,0.0,0.001,#####,14,3.5,0.007,-5.75,5.75,0.1804577659,1.28,1,1.104477612,2.47
SKU-0703,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",2.37,1,0.0,0.001,0.9182958312,7,1.75,0.007,-1.21,1.21,0.2610425022,1.96,1,1.052238806,2.37
SKU-0399,HREP,Diagnostic Tools : Injection/Kits/UV Lights,2.67,1,0.0,0.001,0,7,1.75,0.007,2.67,-2.67,0.1803313033,1.28,1,1.052238806,2.67
SKU-0334,HSTK,Service Equipment : Recovery Machines,2.69,1,0.0,0.001,0,7,1.75,0.09,2.67,-2.67,0.1803313033,1.28,1,1.626865672,2.69
SKU-0334,HREP,Service Equipment : Recovery Machines,2.86,1,0.0,0.002,0,7,1.75,0.02985074627,2.67,-2.67,0.1805529782,1.65,1,1.208955224,2.86
SKU-0287,CSTK,RRR,2.44,1,0.0,0.001,0,7,1.75,0.007,2.66,-2.66,0.1803308927,1.28,1,1.052238806,2.44
SKU-0287,CREP,RRR,3.0,1,0.0,0.001,0,14,3.5,0.007,2.66,-2.66,0.1803308927,1.28,1,1.104477612,3.0
SKU-0287,HSTK,RRR,2.51,1,0.0,0.005,0,7,1.75,0.02985074627,2.66,-2.66,0.1809959173,1.65,1,1.208955224,2.51
SKU-0596,HREP,Service Equipment : Airlift : Airlift Service Part,2.71,1,0.0,0.001,#####,7,1.75,0.007,-4.78,4.78,0.1804179384,1.28,1,1.052238806,2.71
SKU-0862,HREP,RRR,2.92,1,0.0,0.004,#####,7,1.75,0.0223880597,-7.9,7.9,0.1809893932,1.65,1,1.156716418,2.92
SKU-0127,HSTK,Service Equipment : PM Equipment : PM Adapters,2.64,1,0.0,0.001,0,7,1.75,0.007,2.62,-2.62,0.1803292503,1.28,1,1.052238806,2.64
SKU-0094,CREP,Diagnostic Tools : Smoke Diagnostics,2.8,1,0.0,0.001,#####,14,3.5,0.007,-6.55,6.55,0.1804906134,1.28,1,1.104477612,2.8
SKU-0482,HSTK,RRR,2.73,1,0.0,0.001,0,7,1.75,0.01492537313,2.54,-2.54,0.1803259656,1.28,1,1.104477612,2.73
SKU-0372,HSTK,RRR,2.73,1,0.0,0.001,0,7,1.75,0.045,2.51,-2.51,0.1803247338,1.28,1,1.313432836,2.73
SKU-0502,HSTK,Service Equipment : Recovery Machines,2.73,1,0.0,0.001,0,7,1.75,0.1865671642,2.5,-2.5,0.1803243232,1.28,1,2.305970149,2.73
SKU-0373,HSTK,RRR,2.36,1,0.0,0.001,0,7,1.75,0.045,2.44,-2.44,0.1803218596,1.28,1,1.313432836,2.36
SKU-0597,CSTK,Service Equipment : PM Equipment,2.33,1,0.0,0.001,0,7,1.75,0.01492537313,2.43,-2.43,0.1803214491,1.28,1,1.104477612,2.33
SKU-0591,HREP,Service Equipment : Airlift,2.54,1,0.0,0.001,1,7,1.75,0.052,-3.17,3.17,0.2683094851,2.33,1,1.365671642,2.54
SKU-0024,HSTK,Service Equipment : PM Equipment,2.37,1,0.0,0.001,0,7,1.75,0.0223880597,2.31,-2.31,0.1803165219,1.28,1,1.156716418,2.37
SKU-0845,HREP,RRR : RRR Service Part,2.36,1,0.0,0.001,#####,7,1.75,0.0223880597,-4.68,4.68,0.1804138324,1.28,1,1.156716418,2.36
SKU-0447,CSTK,RRR,2.21,1,0.0,0.001,0,7,1.75,0.01492537313,2.27,-2.27,0.1803148796,1.28,1,1.104477612,2.21
SKU-0472,HSTK,RRR,2.06,1,0.0,0.001,0,7,1.75,0.075,2.26,-2.26,0.180314469,1.28,1,1.52238806,2.06
SKU-0902,CREP,"Manifolds, Hoses, Accessories : Hoses : Hoses Replacement Parts",2.22,1,0.0,0.001,#####,14,3.5,0.007,-1.59,1.59,0.1802869591,1.28,1,1.104477612,2.22
SKU-0335,HSTK,Service Equipment : Recovery Machines,2.49,1,0.0,0.001,0,7,1.75,0.09,2.18,-2.18,0.1803112,1.28,1,1.626865672,2.49
SKU-0164,HREP,Diagnostic Tools : Smoke Diagnostics,1.02,1,0.377964473,0.01,0,7,1.75,0.06,1.09,-1.09,0.1835478914,1.96,2,2.417910448,2.04
SKU-1002,CSTK,Tools : Hand Tools,2.03,1,0.0,0.001,1,7,1.75,0.007,-4.5,4.5,0.2683640941,2.33,1,1.052238806,2.03
SKU-0599,HREP,Service Equipment : Airlift : Airlift Service Part,1.92,1,0.0,0.001,#####,7,1.75,0.007,-1.03,-1.03,0.1802639659,1.28,1,1.052238806,1.92
SKU-0599,CSTK,Service Equipment : Airlift : Airlift Service Part,2.15,1,0.0,0.001,#####,7,1.75,0.007,2.16,-2.16,0.1803103629,1.28,1,1.052238806,2.15
SKU-1010,HSTK,Tools : Hand Tools,2.02,1,0.0,0.001,0,7,1.75,0.02985074627,2.16,-2.16,0.180310363,1.28,1,1.208955224,2.02
SKU-0762,HSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",2.25,1,0.0,0.001,0,7,1.75,0.02985074627,2.13,-2.13,0.1803091313,1.28,1,1.208955224,2.25
SKU-0762,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",1.9,1,0.0,0.001,0,7,1.75,0.01492537313,2.13,-2.13,0.1803091313,1.28,1,1.104477612,1.9
SKU-1052,HSTK,Service Equipment : Vacuum Pumps,1.97,1,0.0,0.002,0,7,1.75,0.1492537313,2.13,-2.13,0.1805308061,1.65,1,2.044776119,1.97
SKU-0516,HSTK,"Manifolds, Hoses, Accessories : Manifolds",1.84,1,0.0,0.001,0,7,1.75,0.01492537313,2.12,-2.12,0.1803087207,1.28,1,1.104477612,1.84
SKU-0617,CSTK,Service Equipment : Airlift,1.82,1,0.0,0.001,#####,7,1.75,0.0223880597,2.11,-2.11,0.1803083099,1.28,1,1.156716418,1.82
SKU-0617,CREP,Service Equipment : Airlift,2.31,1,0.0,0.001,#####,14,3.5,0.007,2.11,-2.11,0.1803083099,1.28,1,1.104477612,2.31
SKU-0617,HREP,Service Equipment : Airlift,2.37,1,0.0,0.001,#####,7,1.75,0.082,-5.29,5.29,0.1804388786,1.28,1,1.574626866,2.37
SKU-0688,CSTK,Service Equipment : EGR,2.26,1,0.0,0.001,#####,7,1.75,0.007,-4.89,4.89,0.1804224549,1.28,1,1.052238806,2.26
SKU-0059,HREP,Diagnostic Tools : Smoke Diagnostics,2.32,1,0.0,0.002,0,7,1.75,0.01492537313,2.09,-2.09,0.1805291638,1.65,1,1.104477612,2.32
SKU-0538,HSTK,RM,1.8,1,0.0,0.001,0,7,1.75,0.1044776119,2.06,-2.06,0.1803062571,1.28,1,1.731343284,1.8
SKU-0612,HSTK,Service Equipment : Airlift : Airlift Service Part,2.28,1,0.0,0.001,0,7,1.75,0.007,2.04,-2.04,0.1803054359,1.28,1,1.052238806,2.28
SKU-0506,HSTK,RRR,1.97,1,0.0,0.001,0,7,1.75,0.007,1.99,-1.99,0.1803033829,1.28,1,1.052238806,1.97
SKU-0107,CREP,Service Equipment : PM Equipment : PM Adapters,2.14,1,0.0,0.001,#####,14,3.5,0.0223880597,-3.45,3.45,0.1803633294,1.28,1,1.313432836,2.14
SKU-0238,HSTK,Instruments : Scales,2.0,1,0.0,0.001,#####,7,1.75,0.09,1.93,-1.93,0.1803009193,1.28,1,1.626865672,2.0
SKU-0761,HSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",1.84,1,0.0,0.002,0,7,1.75,0.1492537313,1.93,-1.93,0.1805225943,1.65,1,2.044776119,1.84
SKU-0238,HREP,Instruments : Scales,1.79,1,0.0,0.005,#####,7,1.75,0.02985074627,1.93,-1.93,0.1809659439,1.65,1,1.208955224,1.79
SKU-0403,HSTK,Instruments : Measurement & Test,1.69,1,0.0,0.001,0,7,1.75,0.02985074627,1.91,-1.91,0.1803000982,1.28,1,1.208955224,1.69
SKU-0403,HREP,Instruments : Measurement & Test,1.86,1,0.0,0.001,0,7,1.75,0.007,1.91,-1.91,0.1803000982,1.28,1,1.052238806,1.86
SKU-0549,HSTK,RM : Chemical,0.91,1,0.0,0.001,0,7,1.75,0.5074626866,0.91,-0.91,0.1802590389,1.28,2,5.552238806,1.82
SKU-0911,HREP,Diagnostic Tools : Injection/Kits/UV Lights,2.07,1,0.0,0.002,0,7,1.75,0.01492537313,1.81,-1.81,0.1805176671,1.65,1,1.104477612,2.07
SKU-1077,HSTK,Diagnostic Tools : Smoke Diagnostics,1.53,1,0.0,0.001,0,7,1.75,0.007,1.78,-1.78,0.1802947605,1.28,1,1.052238806,1.53
SKU-1077,CSTK,Diagnostic Tools : Smoke Diagnostics,1.83,1,0.0,0.001,0,7,1.75,0.007,1.78,-1.78,0.1802947605,1.28,1,1.052238806,1.83
SKU-0315,HSTK,"Manifolds, Hoses, Accessories : Hoses",1.79,1,0.0,0.001,0,7,1.75,0.045,1.78,-1.78,0.1802947605,1.28,1,1.313432836,1.79
SKU-0055,HSTK,Diagnostic Tools : Smoke Diagnostics,0.03,1,0.0,0.001,0,7,1.75,26.23880597,0.03,-0.03,0.1802229067,1.28,59,242.6716418,1.77
SKU-0104,HREP,Other,1.67,1,0.0,0.001,#####,7,1.75,0.007,-11.09,11.09,0.1806770227,1.65,1,1.052238806,1.67
SKU-0103,HREP,Other,1.69,1,0.0,0.001,#####,7,1.75,0.007,-10.17,10.17,0.1806392481,1.65,1,1.052238806,1.69
SKU-0576,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,1.72,1,0.0,0.001,0,7,1.75,0.037,1.72,-1.72,0.1802922969,1.28,1,1.26119403,1.72
SKU-0471,HSTK,RRR,1.55,1,0.0,0.001,0,7,1.75,0.075,1.69,-1.69,0.1802910651,1.28,1,1.52238806,1.55
SKU-0470,HSTK,RRR,1.45,1,0.0,0.001,0,7,1.75,0.007,1.69,-1.69,0.1802910651,1.28,1,1.052238806,1.45
SKU-0148,HSTK,Service Equipment : PM Equipment,1.58,1,0.0,0.001,#####,7,1.75,0.045,1.68,-1.68,0.1802906544,1.28,1,1.313432836,1.58
SKU-0148,HREP,Service Equipment : PM Equipment,1.85,1,0.0,0.001,#####,7,1.75,0.06,-1.98,1.98,0.1803029722,1.28,1,1.417910448,1.85
SKU-0161,HREP,Diagnostic Tools : Smoke Diagnostics,1.84,1,0.0,0.005,#####,7,1.75,0.02985074627,0.7475,-0.7475,0.1809173912,1.65,1,1.208955224,1.84
SKU-0478,HSTK,RRR,1.49,1,0.0,0.002,0,7,1.75,0.09,1.65,-1.65,0.1805110976,1.65,1,1.626865672,1.49
SKU-0097,CREP,Diagnostic Tools : Smoke Diagnostics,1.72,1,0.0,0.001,1,14,3.5,0.007,-4.0,4.0,0.2683435644,2.33,1,1.104477612,1.72
SKU-0097,CSTK,Diagnostic Tools : Smoke Diagnostics,1.86,1,0.0,0.001,1,7,1.75,0.007,-5.4,5.4,0.2684010475,2.33,1,1.052238806,1.86
SKU-0102,HREP,Other,1.48,1,0.0,0.001,#####,7,1.75,0.007,-10.26,10.26,0.1806429435,1.65,1,1.052238806,1.48
SKU-1055,HREP,Service Equipment : Vacuum Pumps,1.43,1,0.0,0.001,0,7,1.75,0.007,1.61,-1.61,0.1802877804,1.28,1,1.052238806,1.43
