txn_date,txn_type,doc_num,created_by,customer_name,customer_category,ship_state,ship_zip,ship_method,ship_tier,fulfillment_loc,fulfillment_country,item_category,item_class,item_type,item_sku,item_rate,item_qty,memo_note,txn_amount,hstk_std_cost
2022-01-13,Credit Memo,DOC-007157,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.11,140.0,,160.2,
2022-01-20,Credit Memo,DOC-007158,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.14,140.0,,154.11,
2022-04-27,Credit Memo,DOC-007159,USER-11,CUSTOMER-276,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,0.91,140.0,,128.0,
2024-03-08,Credit Memo,DOC-007160,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,0.9,140.0,,144.18,
2024-03-21,Credit Memo,DOC-007161,USER-11,CUSTOMER-192,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.03,140.0,,152.53,
2024-03-25,Credit Memo,DOC-007162,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,0.98,140.0,,132.41,
2024-08-02,Credit Memo,DOC-007163,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.02,140.0,,133.86,
2023-04-17,Credit Memo,DOC-007164,USER-11,CUSTOMER-130,15: Auto-Service Centers,CA,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.63,94.0,,146.46,
2024-08-16,Credit Memo,DOC-007165,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.13,143.0,,127.86,
2025-03-31,Credit Memo,DOC-007166,USER-02,CUSTOMER-075,15: Auto-Service Centers,AZ,,,,HFLD,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.1,127.0,,127.07,
2023-07-28,Credit Memo,DOC-007167,USER-11,CUSTOMER-130,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.6,96.0,,133.19,
2025-05-19,Credit Memo,DOC-007168,USER-02,CUSTOMER-126,15: Auto-Service Centers,,,,,HFLD,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.36,96.0,,154.42,
2025-05-19,Credit Memo,DOC-007169,USER-02,CUSTOMER-307,15: Auto-Service Centers,PA,,,,HFLD,,Service Center Reimbursement,Service Center Mileage,Non-inventory Item,SKU-0986,1.01,144.0,,138.24,
2022-05-10,Credit Memo,DOC-007170,USER-14,CUSTOMER-229,15: Auto-Service Centers,,,,,CREP,Canada,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.24,2.0,,150.33,
2022-01-13,Credit Memo,DOC-007171,USER-11,CUSTOMER-275,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.08,2.0,,136.3,
2022-01-13,Credit Memo,DOC-007172,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,76.02,2.0,,136.23,
2022-01-20,Credit Memo,DOC-007173,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,80.3,2.0,,156.77,
2022-02-18,Credit Memo,DOC-007174,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,78.36,2.0,,132.38,
2022-02-24,Credit Memo,DOC-007175,USER-11,CUSTOMER-074,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.81,2.0,,157.55,
2022-03-28,Credit Memo,DOC-007176,USER-11,CUSTOMER-296,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,63.88,2.0,,145.53,
2022-04-01,Credit Memo,DOC-007177,USER-11,CUSTOMER-275,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,66.35,2.0,,157.71,
2022-04-21,Credit Memo,DOC-007178,USER-11,CUSTOMER-353,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,85.64,2.0,,144.68,
2022-05-05,Credit Memo,DOC-007179,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.5,2.0,,165.57,
2022-05-12,Credit Memo,DOC-007180,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.06,2.0,,130.0,
2022-05-12,Credit Memo,DOC-007181,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,69.57,2.0,,167.7,
2022-06-23,Credit Memo,DOC-007182,USER-11,CUSTOMER-028,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,73.57,2.0,,139.59,
2022-06-30,Credit Memo,DOC-007183,USER-11,CUSTOMER-074,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.27,2.0,,129.41,
2022-07-15,Credit Memo,DOC-007184,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.78,2.0,,152.81,
2022-07-29,Credit Memo,DOC-007185,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,65.26,2.0,,137.6,
2022-08-04,Credit Memo,DOC-007186,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,72.81,2.0,,148.16,
2022-08-11,Credit Memo,DOC-007187,USER-11,CUSTOMER-154,10: Auto-Wholesale,VA,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,69.61,2.0,,163.6,
2022-08-18,Credit Memo,DOC-007188,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.06,2.0,,163.12,
2022-09-15,Credit Memo,DOC-007189,USER-11,CUSTOMER-307,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,67.42,2.0,,154.52,
2022-09-15,Credit Memo,DOC-007190,USER-11,CUSTOMER-138,15: Auto-Service Centers,SC,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,78.57,2.0,,171.5,
2022-09-22,Credit Memo,DOC-007191,USER-11,CUSTOMER-120,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.6,2.0,,148.37,
2022-09-22,Credit Memo,DOC-007192,USER-11,CUSTOMER-154,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,69.84,2.0,,129.27,
2022-09-22,Credit Memo,DOC-007193,USER-11,CUSTOMER-116,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,76.21,2.0,,164.37,
2022-10-13,Credit Memo,DOC-007194,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,74.84,2.0,,137.46,
2022-11-03,Credit Memo,DOC-007195,USER-11,CUSTOMER-154,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,81.66,2.0,,135.43,
2022-11-16,Credit Memo,DOC-007196,USER-11,CUSTOMER-075,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,85.26,2.0,,130.65,
2022-12-09,Credit Memo,DOC-007197,USER-11,CUSTOMER-328,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,66.69,2.0,,142.26,
2022-12-16,Credit Memo,DOC-007198,USER-11,CUSTOMER-035,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,83.64,2.0,,142.18,
2022-12-16,Credit Memo,DOC-007199,USER-11,CUSTOMER-150,15: Auto-Service Centers,CT,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.61,2.0,,141.12,
2023-01-26,Credit Memo,DOC-007200,USER-11,CUSTOMER-025,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.33,2.0,,154.19,
2023-01-26,Credit Memo,DOC-007201,USER-11,CUSTOMER-328,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,72.17,2.0,,161.32,
2023-01-27,Credit Memo,DOC-007202,USER-11,CUSTOMER-153,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.49,2.0,,169.7,
2023-02-03,Credit Memo,DOC-007203,USER-11,CUSTOMER-165,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,63.88,2.0,,131.73,
2023-03-10,Credit Memo,DOC-007204,USER-11,CUSTOMER-075,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,85.85,2.0,,134.27,
2023-03-17,Credit Memo,DOC-007205,USER-11,CUSTOMER-308,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.4,2.0,,154.04,
2023-03-17,Credit Memo,DOC-007206,USER-11,CUSTOMER-328,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,72.8,2.0,,131.92,
2023-03-24,Credit Memo,DOC-007207,USER-11,CUSTOMER-001,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.98,2.0,,144.18,
2023-03-24,Credit Memo,DOC-007208,USER-11,CUSTOMER-072,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.66,2.0,,155.6,
2023-04-28,Credit Memo,DOC-007209,USER-11,CUSTOMER-068,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,67.66,2.0,,162.62,
2023-05-01,Credit Memo,DOC-007210,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.78,2.0,,137.29,
2023-05-15,Credit Memo,DOC-007211,USER-11,CUSTOMER-353,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.32,2.0,,157.56,
2023-05-22,Credit Memo,DOC-007212,USER-11,CUSTOMER-353,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,81.46,2.0,,156.56,
2023-06-16,Credit Memo,DOC-007213,USER-11,CUSTOMER-012,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,78.57,2.0,,166.18,
2023-06-16,Credit Memo,DOC-007214,USER-11,CUSTOMER-072,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.28,2.0,,141.62,
2023-06-23,Credit Memo,DOC-007215,USER-11,CUSTOMER-137,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,82.09,2.0,,161.25,
2023-07-21,Credit Memo,DOC-007216,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,65.29,2.0,,161.34,
2023-07-28,Credit Memo,DOC-007217,USER-11,CUSTOMER-308,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.29,2.0,,138.26,
2023-07-28,Credit Memo,DOC-007218,USER-11,CUSTOMER-308,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.85,2.0,,155.45,
2023-07-28,Credit Memo,DOC-007219,USER-11,CUSTOMER-308,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,69.94,2.0,,157.88,
2023-08-10,Credit Memo,DOC-007220,USER-11,CUSTOMER-153,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.15,2.0,,139.85,
2023-08-18,Credit Memo,DOC-007221,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.56,2.0,,147.83,
2023-08-31,Credit Memo,DOC-007222,USER-11,CUSTOMER-075,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.21,2.0,,147.11,
2023-09-15,Credit Memo,DOC-007223,USER-11,CUSTOMER-068,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.54,2.0,,162.31,
2023-09-15,Credit Memo,DOC-007224,USER-11,CUSTOMER-118,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,66.8,2.0,,127.53,
2023-09-15,Credit Memo,DOC-007225,USER-11,CUSTOMER-153,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,78.58,2.0,,150.05,
2023-09-15,Credit Memo,DOC-007226,USER-11,CUSTOMER-273,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,66.11,2.0,,135.8,
2023-10-09,Credit Memo,DOC-007227,USER-11,CUSTOMER-028,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.36,2.0,,156.61,
2023-10-09,Credit Memo,DOC-007228,USER-11,CUSTOMER-005,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,70.93,2.0,,158.12,
2023-10-13,Credit Memo,DOC-007229,USER-11,CUSTOMER-052,15: Auto-Service Centers,VA,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.07,2.0,,150.05,
2023-10-13,Credit Memo,DOC-007230,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,85.99,2.0,,151.89,
2023-10-13,Credit Memo,DOC-007231,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,70.57,2.0,,141.68,
2023-10-20,Credit Memo,DOC-007232,USER-11,CUSTOMER-045,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.75,2.0,,141.6,
2023-10-20,Credit Memo,DOC-007233,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.18,2.0,,161.03,
2023-10-30,Credit Memo,DOC-007234,USER-11,CUSTOMER-353,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,72.16,2.0,,133.43,
2023-11-06,Credit Memo,DOC-007235,USER-11,CUSTOMER-161,05: Auto Sales Reps,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.38,2.0,,162.22,
2023-11-28,Credit Memo,DOC-007236,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,81.34,2.0,,156.98,
2023-12-11,Credit Memo,DOC-007237,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,71.95,2.0,,167.3,
2023-12-11,Credit Memo,DOC-007238,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.83,2.0,,139.21,
2023-12-19,Credit Memo,DOC-007239,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,74.6,2.0,,150.28,
2023-12-19,Credit Memo,DOC-007240,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,82.8,2.0,,129.25,
2023-12-19,Credit Memo,DOC-007241,USER-11,CUSTOMER-153,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,76.55,2.0,,168.56,
2023-12-29,Credit Memo,DOC-007242,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,70.27,2.0,,157.89,
2023-12-29,Credit Memo,DOC-007243,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.58,2.0,,155.53,
2023-12-29,Credit Memo,DOC-007244,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,82.2,2.0,,160.47,
2024-01-08,Credit Memo,DOC-007245,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,74.22,2.0,,140.29,
2024-01-08,Credit Memo,DOC-007246,USER-11,CUSTOMER-287,05: Auto Sales Reps,MA,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,85.96,2.0,,154.67,
2024-01-22,Credit Memo,DOC-007247,USER-11,CUSTOMER-353,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,83.53,2.0,,163.54,
2024-01-26,Credit Memo,DOC-007248,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,68.18,2.0,,131.56,
2024-02-14,Credit Memo,DOC-007249,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,81.45,2.0,,170.65,
2024-02-14,Credit Memo,DOC-007250,USER-11,CUSTOMER-150,15: Auto-Service Centers,CT,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.27,2.0,,167.63,
2024-02-14,Credit Memo,DOC-007251,USER-11,CUSTOMER-287,05: Auto Sales Reps,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.78,2.0,,170.84,
2024-02-26,Credit Memo,DOC-007252,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.31,2.0,,163.88,
2024-03-01,Credit Memo,DOC-007253,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,82.95,2.0,,140.74,
2024-03-08,Credit Memo,DOC-007254,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.49,2.0,,153.67,
2024-03-15,Credit Memo,DOC-007255,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,75.85,2.0,,132.91,
2024-03-15,Credit Memo,DOC-007256,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.85,2.0,,161.44,
2024-03-21,Credit Memo,DOC-007257,USER-11,CUSTOMER-192,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,73.84,2.0,,134.41,
2024-03-25,Credit Memo,DOC-007258,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.18,2.0,,166.51,
2024-03-25,Credit Memo,DOC-007259,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.76,2.0,,138.33,
2024-03-25,Credit Memo,DOC-007260,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.9,2.0,,134.72,
2024-03-25,Credit Memo,DOC-007261,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,83.64,2.0,,130.69,
2024-03-25,Credit Memo,DOC-007262,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,82.35,2.0,,159.51,
2024-04-05,Credit Memo,DOC-007263,USER-11,CUSTOMER-138,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,76.05,2.0,,135.88,
2024-04-05,Credit Memo,DOC-007264,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.25,2.0,,136.4,
2024-04-05,Credit Memo,DOC-007265,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,76.4,2.0,,135.14,
2024-04-05,Credit Memo,DOC-007266,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.98,2.0,,141.26,
2024-04-05,Credit Memo,DOC-007267,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,70.96,2.0,,169.85,
2024-04-05,Credit Memo,DOC-007268,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.9,2.0,,149.4,
2024-04-05,Credit Memo,DOC-007269,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.29,2.0,,139.24,
2024-04-05,Credit Memo,DOC-007270,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,143.6,1.0,,135.17,
2024-04-22,Credit Memo,DOC-007271,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,83.1,2.0,,128.35,
2024-04-22,Credit Memo,DOC-007272,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.41,2.0,,143.92,
2024-04-22,Credit Memo,DOC-007273,USER-11,CUSTOMER-328,10: Auto-Wholesale,FL,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,64.22,2.0,,132.45,
2024-04-22,Credit Memo,DOC-007274,USER-11,CUSTOMER-138,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,69.14,2.0,,128.72,
2024-05-03,Credit Memo,DOC-007275,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.72,2.0,,132.13,
2024-05-03,Credit Memo,DOC-007276,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,80.78,2.0,,141.83,
2024-05-03,Credit Memo,DOC-007277,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,72.58,2.0,,161.29,
2024-05-10,Credit Memo,DOC-007278,USER-11,CUSTOMER-033,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,78.53,2.0,,130.51,
2024-05-23,Credit Memo,DOC-007279,USER-11,CUSTOMER-328,10: Auto-Wholesale,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,77.52,2.0,,158.04,
2024-05-23,Credit Memo,DOC-007280,USER-11,CUSTOMER-069,15: Auto-Service Centers,TN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,80.39,2.0,,155.42,
2024-06-03,Credit Memo,DOC-007281,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,79.92,2.0,,167.19,
2024-06-03,Credit Memo,DOC-007282,USER-11,CUSTOMER-120,15: Auto-Service Centers,MN,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,65.68,2.0,,135.78,
2024-06-07,Credit Memo,DOC-007283,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,67.31,2.0,,163.24,
2024-06-07,Credit Memo,DOC-007284,USER-11,CUSTOMER-328,10: Auto-Wholesale,FL,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,66.74,2.0,,166.42,
2024-06-27,Credit Memo,DOC-007285,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.73,2.0,,171.44,
2024-07-11,Credit Memo,DOC-007286,USER-11,CUSTOMER-328,10: Auto-Wholesale,FL,,,,HREP,,Service Center Reimbursement,Service Center Labor,Non-inventory Item,SKU-0985,84.3,2.0,,163.88,
